date,time,outdoor_temp,room_temp1,room_temp2,room_RH1,room_RH2,occupant_num,FCU_fan_feedback,FCU_onoff_feedback,FCU_combined_state
2021/08/17,09:00,28.0,27.92,27.73,53.41,52.27,0.0,2.0,0.0,0.0
2021/08/17,09:01,28.0,27.92,27.73,53.41,52.38,0.0,0.0,0.0,0.0
2021/08/17,09:02,28.28,27.92,27.73,53.41,52.38,0.0,0.0,0.0,0.0
2021/08/17,09:03,28.18,27.96,27.73,53.13,52.27,0.0,0.0,0.0,0.0
2021/08/17,09:04,27.9,27.96,27.73,53.2,52.1,0.0,0.0,0.0,0.0
2021/08/17,09:05,27.73,27.92,27.73,53.75,52.1,0.0,0.0,0.0,0.0
2021/08/17,09:06,27.83,27.92,27.69,53.68,52.1,0.0,0.0,0.0,0.0
2021/08/17,09:07,28.0,27.92,27.69,53.58,52.17,0.0,0.0,0.0,0.0
2021/08/17,09:08,28.0,27.92,27.69,53.62,52.1,0.0,0.0,0.0,0.0
2021/08/17,09:09,28.0,27.92,27.73,53.62,52.1,0.0,0.0,0.0,0.0
2021/08/17,09:10,28.55,27.92,27.79,53.41,52.1,0.0,0.0,0.0,0.0
2021/08/17,09:11,28.83,27.96,27.79,53.06,51.27,0.0,0.0,1.0,0.0
2021/08/17,09:12,28.83,27.92,27.69,52.58,51.27,2.0,0.0,1.0,0.0
2021/08/17,09:13,29.17,27.92,27.74,52.24,51.0,2.0,1.0,1.0,1.0
2021/08/17,09:14,29.72,27.79,27.69,51.41,50.72,2.0,1.0,1.0,1.0
2021/08/17,09:15,30.75,27.51,27.5,51.38,50.72,2.0,1.0,1.0,1.0
2021/08/17,09:16,31.246,27.23,27.28,51.27,50.82,2.0,1.0,1.0,1.0
2021/08/17,09:17,30.69,27.1,27.14,51.48,50.82,2.0,1.0,1.0,1.0
2021/08/17,09:18,30.24,26.91,27.0,51.48,50.72,2.0,1.0,1.0,1.0
2021/08/17,09:19,30.24,26.77,26.86,51.48,50.72,2.0,1.0,1.0,1.0
2021/08/17,09:20,29.69,26.55,26.73,51.2,50.45,2.0,1.0,1.0,1.0
2021/08/17,09:21,28.8,26.38,26.55,51.31,50.45,2.0,1.0,1.0,1.0
2021/08/17,09:22,28.59,26.41,26.4,51.48,50.55,2.0,2.0,1.0,2.0
2021/08/17,09:23,28.86,26.13,26.31,51.75,50.72,2.0,2.0,1.0,2.0
2021/08/17,09:24,28.86,26.13,26.31,51.75,50.79,2.0,2.0,1.0,2.0
2021/08/17,09:25,29.14,26.08,26.18,51.75,50.82,2.0,2.0,1.0,2.0
2021/08/17,09:26,29.35,25.96,26.18,52.03,51.0,2.0,2.0,1.0,2.0
2021/08/17,09:27,29.48,25.86,26.12,52.03,51.0,2.0,2.0,1.0,2.0
2021/08/17,09:28,29.72,25.86,26.04,51.69,50.72,2.0,2.0,1.0,2.0
2021/08/17,09:29,30.2,25.82,26.04,51.69,50.34,2.0,2.0,1.0,2.0
2021/08/17,09:30,30.2,25.72,26.04,51.41,49.9,2.0,2.0,1.0,2.0
2021/08/17,09:31,30.28,25.72,26.04,51.2,49.62,2.0,2.0,1.0,2.0
2021/08/17,09:32,30.62,25.62,26.0,50.93,49.35,2.0,2.0,1.0,2.0
2021/08/17,09:33,31.06,25.72,25.99,50.65,48.79,2.0,2.0,1.0,2.0
2021/08/17,09:34,31.228,25.58,25.9,50.38,48.52,2.0,2.0,1.0,2.0
2021/08/17,09:35,31.39,25.58,25.87,50.03,48.24,2.0,2.0,1.0,2.0
2021/08/17,09:36,31.39,25.53,25.76,49.83,47.97,2.0,2.0,1.0,2.0
2021/08/17,09:37,30.75,25.45,25.76,49.83,47.69,2.0,2.0,1.0,2.0
2021/08/17,09:38,30.28,25.41,25.76,49.83,47.41,2.0,2.0,1.0,2.0
2021/08/17,09:39,30.28,25.31,25.76,49.76,47.14,2.0,2.0,1.0,2.0
2021/08/17,09:40,30.55,25.31,25.76,49.76,47.21,2.0,2.0,1.0,2.0
2021/08/17,09:41,30.48,25.31,25.76,49.83,47.41,2.0,2.0,1.0,2.0
2021/08/17,09:42,30.44,25.31,25.73,49.83,47.52,2.0,2.0,1.0,2.0
2021/08/17,09:43,30.17,25.17,25.71,49.83,47.69,2.0,2.0,1.0,2.0
2021/08/17,09:44,30.0,25.2,25.62,49.83,47.8,2.0,2.0,1.0,2.0
2021/08/17,09:45,29.66,25.17,25.62,49.83,47.76,2.0,2.0,1.0,2.0
2021/08/17,09:46,29.17,25.13,25.59,49.83,47.97,1.0,2.0,1.0,2.0
2021/08/17,09:47,29.17,25.13,25.49,49.83,47.69,1.0,2.0,1.0,2.0
2021/08/17,09:48,29.17,25.03,25.52,49.83,47.69,2.0,2.0,1.0,2.0
2021/08/17,09:49,28.9,25.03,25.54,49.83,47.41,2.0,2.0,1.0,2.0
2021/08/17,09:50,28.9,25.0,25.62,49.83,46.87,2.0,2.0,1.0,2.0
2021/08/17,09:51,29.45,24.89,25.62,49.83,46.31,1.0,2.0,1.0,2.0
2021/08/17,09:52,29.79,24.86,25.62,49.83,46.04,1.0,2.0,1.0,2.0
2021/08/17,09:53,29.79,24.86,25.66,49.83,45.97,2.0,2.0,1.0,2.0
2021/08/17,09:54,30.0,24.81,25.66,49.83,45.675,2.0,2.0,1.0,2.0
2021/08/17,09:55,30.28,24.76,25.66,49.83,45.38,2.0,2.0,1.0,2.0
2021/08/17,09:56,30.0,24.76,25.62,49.83,45.14,2.0,2.0,1.0,2.0
2021/08/17,09:57,30.0,24.76,25.62,49.83,45.32,2.0,3.0,1.0,3.0
2021/08/17,09:58,29.72,24.76,25.62,49.83,45.49,2.0,3.0,1.0,3.0
2021/08/17,09:59,30.28,24.76,25.62,49.83,45.59,2.0,3.0,1.0,3.0
2021/08/17,10:00,30.2,24.76,25.62,49.83,45.83,2.0,3.0,1.0,3.0
2021/08/17,10:01,29.9,24.76,25.62,49.83,46.04,2.0,3.0,1.0,3.0
2021/08/17,10:02,29.72,24.76,25.62,49.83,46.04,2.0,3.0,1.0,3.0
2021/08/17,10:03,29.72,24.76,25.59,49.83,45.94,2.0,3.0,1.0,3.0
2021/08/17,10:04,29.93,24.76,25.59,49.83,45.76,2.0,3.0,1.0,3.0
2021/08/17,10:05,30.0,24.76,25.59,49.83,45.66,2.0,3.0,0.0,0.0
2021/08/17,10:06,30.07,24.76,25.59,49.83,45.59,0.0,3.0,0.0,0.0
2021/08/17,10:07,31.078,24.89,25.62,49.83,45.76,0.0,3.0,0.0,0.0
2021/08/17,10:08,31.078,25.03,25.62,49.83,45.76,0.0,3.0,0.0,0.0
2021/08/17,10:09,30.86,25.17,25.66,49.83,45.76,0.0,3.0,0.0,0.0
2021/08/17,10:10,30.79,25.31,25.76,49.72,45.69,0.0,3.0,0.0,0.0
2021/08/17,10:11,30.31,25.45,25.9,49.28,45.49,0.0,0.0,0.0,0.0
2021/08/17,10:12,30.31,25.58,25.9,48.72,45.38,0.0,0.0,0.0,0.0
2021/08/17,10:13,30.03,25.72,25.95,48.1,45.14,0.0,0.0,0.0,0.0
2021/08/17,10:14,29.76,25.72,26.04,47.35,44.11,1.0,0.0,1.0,0.0
2021/08/17,10:15,30.31,25.69,26.04,47.07,44.38,1.0,0.0,1.0,0.0
2021/08/17,10:16,30.58,25.48,26.04,47.41,44.38,1.0,2.0,1.0,2.0
2021/08/17,10:17,30.86,25.58,26.04,47.9,44.49,2.0,2.0,1.0,2.0
2021/08/17,10:18,31.078,25.55,26.04,47.9,44.45,2.0,2.0,1.0,2.0
2021/08/17,10:19,31.246,25.41,26.04,48.0,44.66,2.0,2.0,1.0,2.0
2021/08/17,10:20,31.924,25.45,26.0,48.1,44.38,2.0,2.0,1.0,2.0
2021/08/17,10:21,32.032,25.31,25.99,47.97,44.38,2.0,2.0,1.0,2.0
2021/08/17,10:22,32.464,25.27,25.99,47.9,44.38,2.0,2.0,1.0,2.0
2021/08/17,10:23,33.082,25.17,25.9,48.17,44.11,2.0,2.0,1.0,2.0
2021/08/17,10:24,33.082,25.13,25.9,48.17,44.11,2.0,2.0,1.0,2.0
2021/08/17,10:25,33.25,25.03,25.9,48.24,44.11,2.0,2.0,1.0,2.0
2021/08/17,10:26,33.04,25.03,25.9,48.17,43.77,2.0,2.0,1.0,2.0
2021/08/17,10:27,32.524,25.0,25.87,48.17,43.56,2.0,2.0,1.0,2.0
2021/08/17,10:28,32.422,24.93,25.9,48.17,43.56,2.0,3.0,1.0,3.0
2021/08/17,10:29,32.752,24.89,25.9,47.9,43.56,2.0,3.0,1.0,3.0
2021/08/17,10:30,32.92,24.86,25.9,48.45,43.56,2.0,3.0,1.0,3.0
2021/08/17,10:31,33.208,24.89,25.87,48.55,43.56,2.0,3.0,1.0,3.0
2021/08/17,10:32,33.25,24.89,25.85,48.72,43.9,1.0,3.0,1.0,3.0
2021/08/17,10:33,33.25,24.89,25.85,48.79,44.11,2.0,3.0,1.0,3.0
2021/08/17,10:34,33.412,24.89,25.76,48.9,44.11,2.0,3.0,1.0,3.0
2021/08/17,10:35,33.412,24.89,25.76,48.72,44.18,2.0,3.0,1.0,3.0
2021/08/17,10:36,33.208,24.89,25.76,48.72,44.11,2.0,3.0,1.0,3.0
2021/08/17,10:37,33.25,24.86,25.76,48.72,44.11,2.0,3.0,1.0,3.0
2021/08/17,10:38,32.92,24.76,25.76,48.79,44.04,2.0,3.0,1.0,3.0
2021/08/17,10:39,33.082,24.76,25.76,48.66,44.11,2.0,3.0,1.0,3.0
2021/08/17,10:40,33.412,24.76,25.76,48.72,43.56,2.0,3.0,1.0,3.0
2021/08/17,10:41,33.808,24.76,25.76,48.45,43.56,2.0,3.0,1.0,3.0
2021/08/17,10:42,33.910000000000004,24.72,25.76,48.17,43.28,2.0,3.0,1.0,3.0
2021/08/17,10:43,33.58,24.72,25.76,48.17,43.28,2.0,3.0,1.0,3.0
2021/08/17,10:44,33.706,24.76,25.76,48.45,43.28,2.0,3.0,1.0,3.0
2021/08/17,10:45,32.92,24.76,25.76,48.45,43.35,2.0,3.0,1.0,3.0
2021/08/17,10:46,32.878,24.72,25.73,48.52,43.56,2.0,3.0,1.0,3.0
2021/08/17,10:47,32.92,24.76,25.71,48.66,43.84,2.0,3.0,1.0,3.0
2021/08/17,10:48,32.878,24.76,25.62,48.72,43.94,2.0,3.0,1.0,3.0
2021/08/17,10:49,32.59,24.76,25.59,48.9,44.18,2.0,3.0,1.0,3.0
2021/08/17,10:50,32.59,24.76,25.57,48.45,44.28,2.0,3.0,1.0,3.0
2021/08/17,10:51,32.59,24.76,25.57,48.45,44.11,2.0,3.0,1.0,3.0
2021/08/17,10:52,32.794000000000004,24.72,25.59,48.45,44.11,2.0,3.0,1.0,3.0
2021/08/17,10:53,32.92,24.79,25.59,48.72,44.01,2.0,3.0,1.0,3.0
2021/08/17,10:54,32.92,24.84,25.59,48.17,43.84,2.0,3.0,1.0,3.0
2021/08/17,10:55,33.082,24.76,25.62,47.9,43.73,0.0,3.0,1.0,3.0
2021/08/17,10:56,33.412,24.76,25.57,47.9,43.45,0.0,3.0,0.0,0.0
2021/08/17,10:57,33.58,24.76,25.49,47.9,43.56,0.0,3.0,0.0,0.0
2021/08/17,10:58,34.072,24.89,25.49,47.9,43.63,0.0,3.0,0.0,0.0
2021/08/17,10:59,34.24,25.03,25.49,47.55,43.84,1.0,3.0,0.0,0.0
2021/08/17,11:00,34.366,25.17,25.54,47.35,43.84,1.0,3.0,0.0,0.0
2021/08/17,11:01,34.24,25.2,25.62,46.8,43.84,1.0,3.0,0.0,0.0
2021/08/17,11:02,33.910000000000004,25.31,25.68,46.8,43.73,1.0,3.0,0.0,0.0
2021/08/17,11:03,33.742,25.48,25.76,46.52,43.49,1.0,3.0,0.0,0.0
2021/08/17,11:04,33.58,25.58,25.9,46.45,43.45,1.0,3.0,0.0,0.0
2021/08/17,11:05,33.952,25.72,25.9,46.52,43.45,1.0,2.0,0.0,0.0
2021/08/17,11:06,34.24,25.86,25.95,45.14,43.28,1.0,2.0,0.0,0.0
2021/08/17,11:07,34.402,25.86,26.04,45.21,43.28,1.0,2.0,0.0,0.0
2021/08/17,11:08,34.402,26.0,26.07,45.25,43.22,0.0,2.0,0.0,0.0
2021/08/17,11:09,34.072,26.05,26.18,45.42,43.01,0.0,2.0,0.0,0.0
2021/08/17,11:10,33.706,26.13,26.23,45.32,43.01,0.0,2.0,0.0,0.0
2021/08/17,11:11,33.082,26.27,26.31,45.25,42.94,0.0,2.0,0.0,0.0
2021/08/17,11:12,32.71,26.31,26.35,44.87,42.91,0.0,2.0,0.0,0.0
2021/08/17,11:13,32.524,26.41,26.37,44.87,42.73,0.0,2.0,0.0,0.0
2021/08/17,11:14,32.59,26.46,26.45,44.59,42.73,0.0,0.0,0.0,0.0
2021/08/17,11:15,32.59,26.55,26.48,44.52,42.73,0.0,0.0,0.0,0.0
2021/08/17,11:16,32.59,26.58,26.5,44.32,42.66,0.0,0.0,0.0,0.0
2021/08/17,11:17,32.752,26.6,26.59,44.04,42.66,0.0,0.0,0.0,0.0
2021/08/17,11:18,32.752,26.68,26.59,44.04,42.63,0.0,0.0,0.0,0.0
2021/08/17,11:19,32.92,26.68,26.62,44.04,42.46,0.0,0.0,0.0,0.0
2021/08/17,11:20,33.454,26.74,26.64,43.7,42.35,0.0,0.0,0.0,0.0
2021/08/17,11:21,33.412,26.82,26.64,43.42,42.18,0.0,0.0,0.0,0.0
2021/08/17,11:22,32.92,26.82,26.73,43.49,42.08,0.0,0.0,0.0,0.0
2021/08/17,11:23,32.92,26.86,26.73,43.22,41.91,0.0,0.0,0.0,0.0
2021/08/17,11:24,33.25,26.87,26.76,43.22,41.84,0.0,0.0,0.0,0.0
2021/08/17,11:25,33.58,26.96,26.76,43.28,41.63,0.0,0.0,0.0,0.0
2021/08/17,11:26,33.742,26.96,26.78,42.94,41.56,0.0,0.0,0.0,0.0
2021/08/17,11:27,33.25,26.96,26.86,43.22,41.63,0.0,0.0,0.0,0.0
2021/08/17,11:28,33.082,26.99,26.86,43.49,41.35,0.0,0.0,0.0,0.0
2021/08/17,11:29,33.25,27.1,26.86,43.22,41.63,1.0,0.0,0.0,0.0
2021/08/17,11:30,33.766,27.1,26.86,42.73,41.63,0.0,0.0,0.0,0.0
2021/08/17,11:31,34.096,27.1,26.92,42.18,41.63,0.0,0.0,0.0,0.0
2021/08/17,11:32,34.588,27.1,26.86,42.94,41.63,0.0,0.0,0.0,0.0
2021/08/17,11:33,34.876,27.1,26.97,42.6,41.35,0.0,0.0,0.0,0.0
2021/08/17,11:34,34.258,27.1,27.0,41.84,41.08,0.0,0.0,0.0,0.0
2021/08/17,11:35,34.258,27.13,26.97,42.11,41.08,0.0,0.0,0.0,0.0
2021/08/17,11:36,34.588,27.13,26.97,42.39,41.18,0.0,0.0,0.0,0.0
2021/08/17,11:37,34.798,27.13,26.97,42.11,41.63,1.0,0.0,0.0,0.0
2021/08/17,11:38,34.756,27.13,26.97,42.22,41.53,1.0,0.0,0.0,0.0
2021/08/17,11:39,34.528,27.13,27.0,42.46,41.53,1.0,0.0,0.0,0.0
2021/08/17,11:40,34.03,27.13,27.0,42.66,41.29,1.0,0.0,0.0,0.0
2021/08/17,11:41,33.766,27.13,27.0,41.84,41.08,0.0,0.0,0.0,0.0
2021/08/17,11:42,33.64,27.13,27.0,42.66,40.87,0.0,0.0,0.0,0.0
2021/08/17,11:43,33.724,27.13,27.0,42.39,41.08,0.0,0.0,0.0,0.0
2021/08/17,11:44,33.436,27.13,27.0,42.46,40.8,0.0,0.0,0.0,0.0
2021/08/17,11:45,33.106,27.13,27.0,42.39,40.87,0.0,0.0,0.0,0.0
