date,time,outdoor_temp,room_temp1,room_temp2,room_RH1,room_RH2,occupant_num,FCU_fan_feedback,FCU_onoff_feedback,FCU_combined_state
2021/08/7,09:00,31.204,28.3,27.76,60.8,65.0,0.0,2.0,0.0,0.0
2021/08/7,09:01,31.204,28.3,27.76,61.0,65.0,1.0,2.0,0.0,0.0
2021/08/7,09:02,31.204,28.34,27.76,61.0,65.0,0.0,0.0,0.0,0.0
2021/08/7,09:03,31.204,28.44,27.76,61.0,65.1,1.0,1.0,1.0,1.0
2021/08/7,09:04,31.204,28.44,27.81,60.72,64.72,1.0,1.0,1.0,1.0
2021/08/7,09:05,31.204,28.44,27.93,60.45,63.9,1.0,1.0,1.0,1.0
2021/08/7,09:06,31.204,28.3,28.17,60.18,63.08,1.0,1.0,1.0,1.0
2021/08/7,09:07,31.204,28.27,28.2,60.18,61.92,1.0,1.0,1.0,1.0
2021/08/7,09:08,31.204,28.17,28.3,60.18,60.89,2.0,1.0,1.0,1.0
2021/08/7,09:09,31.204,28.12,28.3,60.18,61.16,3.0,1.0,1.0,1.0
2021/08/7,09:10,31.204,28.03,28.44,60.18,60.55,3.0,1.0,1.0,1.0
2021/08/7,09:11,31.204,27.98,28.58,60.18,60.34,3.0,1.0,1.0,1.0
2021/08/7,09:12,31.204,27.89,28.41,60.18,60.34,1.0,1.0,1.0,1.0
2021/08/7,09:13,31.204,27.84,28.44,59.9,60.27,2.0,1.0,1.0,1.0
2021/08/7,09:14,31.204,27.76,28.58,59.9,59.25,2.0,1.0,1.0,1.0
2021/08/7,09:15,31.204,27.76,28.58,59.84,58.97,2.0,1.0,1.0,1.0
2021/08/7,09:16,31.204,27.72,28.58,59.63,58.7,2.0,1.0,1.0,1.0
2021/08/7,09:17,31.204,27.62,28.54,59.52,58.7,1.0,1.0,1.0,1.0
2021/08/7,09:18,31.204,27.62,28.44,59.28,58.42,1.0,1.0,1.0,1.0
2021/08/7,09:19,31.204,27.58,28.41,59.08,58.36,1.0,1.0,1.0,1.0
2021/08/7,09:20,31.204,27.57,28.3,59.01,58.15,1.0,1.0,1.0,1.0
2021/08/7,09:21,31.204,27.48,28.44,58.74,57.88,1.0,1.0,1.0,1.0
2021/08/7,09:22,31.204,27.48,28.34,58.46,57.6,1.0,1.0,1.0,1.0
2021/08/7,09:23,31.204,27.43,28.17,58.26,57.39,1.0,1.0,1.0,1.0
2021/08/7,09:24,31.204,27.43,28.34,57.98,56.95,1.0,1.0,1.0,1.0
2021/08/7,09:25,31.204,27.35,28.44,57.71,56.4,2.0,1.0,1.0,1.0
2021/08/7,09:26,31.204,27.35,28.44,57.64,56.13,2.0,1.0,1.0,1.0
2021/08/7,09:27,31.204,27.31,28.27,57.64,56.78,1.0,1.0,1.0,1.0
2021/08/7,09:28,31.204,27.35,28.17,57.71,57.6,1.0,1.0,1.0,1.0
2021/08/7,09:29,31.204,27.35,28.0,58.26,58.42,1.0,1.0,1.0,1.0
2021/08/7,09:30,31.204,27.35,28.03,58.53,58.97,1.0,1.0,1.0,1.0
2021/08/7,09:31,31.204,27.38,28.17,58.8,58.97,1.0,1.0,1.0,1.0
2021/08/7,09:32,31.204,27.48,28.2,58.91,58.97,1.0,1.0,1.0,1.0
2021/08/7,09:33,31.204,27.48,28.36,59.08,59.18,1.0,1.0,1.0,1.0
2021/08/7,09:34,31.204,27.536666666666665,28.42,59.263333333333335,59.20333333333333,1.0,1.0,1.0,1.0
2021/08/7,09:35,31.204,27.593333333333334,28.48,59.446666666666665,59.22666666666667,1.0,1.0,1.0,1.0
2021/08/7,09:36,34.198,27.65,28.54,59.63,59.25,1.0,1.0,1.0,1.0
2021/08/7,09:37,34.366,27.67,28.58,59.7,59.52,1.0,1.0,1.0,1.0
2021/08/7,09:38,34.366,27.76,28.85,59.52,56.98,1.0,1.0,1.0,1.0
2021/08/7,09:39,34.486000000000004,27.71,28.85,58.8,56.23,1.0,1.0,1.0,1.0
2021/08/7,09:40,34.366,27.62,28.85,58.74,56.3,1.0,1.0,1.0,1.0
2021/08/7,09:41,34.366,27.57,28.58,58.8,56.78,1.0,1.0,1.0,1.0
2021/08/7,09:42,34.528,27.48,28.44,58.8,57.05,1.0,1.0,1.0,1.0
2021/08/7,09:43,34.738,27.45,28.54,58.74,56.78,1.0,1.0,1.0,1.0
2021/08/7,09:44,35.026,27.45,28.44,58.7,57.05,2.0,1.0,1.0,1.0
2021/08/7,09:45,35.026,27.35,28.41,58.53,57.05,2.0,1.0,1.0,1.0
2021/08/7,09:46,35.026,27.35,28.44,58.43,56.51,2.0,1.0,1.0,1.0
2021/08/7,09:47,35.187999999999995,27.29,28.39,58.16,56.23,2.0,1.0,1.0,1.0
2021/08/7,09:48,35.416,27.21,28.3,57.98,56.23,1.0,1.0,1.0,1.0
2021/08/7,09:49,35.482,27.21,28.27,57.88,55.96,1.0,1.0,1.0,1.0
2021/08/7,09:50,35.356,27.16,28.41,57.61,55.41,1.0,1.0,1.0,1.0
2021/08/7,09:51,35.518,27.07,28.3,57.37,55.41,1.0,1.0,1.0,1.0
2021/08/7,09:52,35.518,27.07,28.17,57.09,55.48,1.0,1.0,1.0,1.0
2021/08/7,09:53,35.356,27.04,27.94,56.82,55.68,1.0,1.0,1.0,1.0
2021/08/7,09:54,35.187999999999995,26.93,28.17,56.61,55.13,1.0,2.0,1.0,2.0
2021/08/7,09:55,34.858,26.93,28.03,56.34,55.13,1.0,2.0,1.0,2.0
2021/08/7,09:56,34.858,26.9,27.98,56.27,55.13,2.0,2.0,1.0,2.0
2021/08/7,09:57,35.026,26.88,27.76,56.06,55.13,1.0,2.0,1.0,2.0
2021/08/7,09:58,34.858,26.8,27.81,56.06,55.13,1.0,2.0,1.0,2.0
2021/08/7,09:59,34.858,26.8,27.76,55.99,55.13,2.0,2.0,1.0,2.0
2021/08/7,10:00,34.696,26.8,27.76,55.96,55.13,2.0,2.0,1.0,2.0
2021/08/7,10:01,34.858,26.8,27.89,55.96,54.24,1.0,2.0,1.0,2.0
2021/08/7,10:02,35.212,26.76,27.89,55.79,54.04,1.0,2.0,1.0,2.0
2021/08/7,10:03,35.374,26.75,27.76,55.72,54.04,2.0,2.0,1.0,2.0
2021/08/7,10:04,35.212,26.66,27.76,55.52,54.04,1.0,2.0,1.0,2.0
2021/08/7,10:05,35.212,26.66,27.62,55.14,53.97,1.0,2.0,1.0,2.0
2021/08/7,10:06,35.254000000000005,26.63,27.62,54.9,53.56,1.0,2.0,1.0,2.0
2021/08/7,10:07,35.374,26.63,27.62,54.42,52.95,1.0,2.0,1.0,2.0
2021/08/7,10:08,35.374,26.61,27.62,54.04,52.95,1.0,2.0,1.0,2.0
2021/08/7,10:09,35.17,26.52,27.62,53.94,52.74,1.0,2.0,1.0,2.0
2021/08/7,10:10,35.044000000000004,26.52,27.62,54.14,52.95,1.0,2.0,1.0,2.0
2021/08/7,10:11,35.212,26.52,27.45,54.08,53.22,1.0,2.0,1.0,2.0
2021/08/7,10:12,35.374,26.52,27.29,54.04,53.6,1.0,2.0,1.0,2.0
2021/08/7,10:13,35.602000000000004,26.52,27.35,53.87,54.04,1.0,2.0,1.0,2.0
2021/08/7,10:14,36.034,26.52,27.31,53.87,53.32,1.0,2.0,1.0,2.0
2021/08/7,10:15,36.202,26.52,27.21,53.6,54.04,2.0,2.0,1.0,2.0
2021/08/7,10:16,35.872,26.66,27.17,53.32,52.95,1.0,2.0,1.0,2.0
2021/08/7,10:17,35.5,26.71,27.21,53.22,53.76,1.0,2.0,1.0,2.0
2021/08/7,10:18,35.704,26.83,27.21,52.5,54.04,1.0,2.0,1.0,2.0
2021/08/7,10:19,35.872,26.93,27.24,51.88,54.04,1.0,2.0,1.0,2.0
2021/08/7,10:20,35.872,27.07,27.35,51.13,53.76,1.0,2.0,1.0,2.0
2021/08/7,10:21,35.974,27.11,27.38,51.06,53.76,1.0,2.0,1.0,2.0
2021/08/7,10:22,35.872,27.21,27.48,50.79,53.22,1.0,2.0,1.0,2.0
2021/08/7,10:23,35.872,27.26,27.48,50.03,52.4,1.0,2.0,1.0,2.0
2021/08/7,10:24,35.542,27.35,27.52,50.03,52.6,1.0,2.0,1.0,2.0
2021/08/7,10:25,35.704,27.4,27.62,50.03,52.02,1.0,2.0,1.0,2.0
2021/08/7,10:26,35.872,27.48,27.62,49.93,52.4,1.0,2.0,1.0,2.0
2021/08/7,10:27,35.872,27.52,27.67,50.03,52.4,1.0,2.0,1.0,2.0
2021/08/7,10:28,36.034,27.48,28.07,48.83,48.29,1.0,2.0,1.0,2.0
2021/08/7,10:29,36.202,27.43,28.3,48.87,47.67,1.0,2.0,1.0,2.0
2021/08/7,10:30,36.364,27.29,28.3,48.94,47.19,1.0,2.0,1.0,2.0
2021/08/7,10:31,36.532,27.16,28.44,48.94,46.64,1.0,2.0,1.0,2.0
2021/08/7,10:32,36.532,27.07,28.25,49.21,47.02,1.0,2.0,1.0,2.0
2021/08/7,10:33,36.532,27.02,28.27,49.31,46.92,1.0,2.0,1.0,2.0
2021/08/7,10:34,36.328,26.9,28.17,49.48,47.19,2.0,2.0,1.0,2.0
2021/08/7,10:35,36.328,26.8,28.13,49.48,47.19,1.0,2.0,1.0,2.0
2021/08/7,10:36,36.202,26.75,28.17,49.48,46.44,2.0,2.0,1.0,2.0
2021/08/7,10:37,36.034,26.66,27.76,49.48,48.01,1.0,2.0,1.0,2.0
2021/08/7,10:38,35.662,26.71,27.58,49.41,48.56,1.0,2.0,1.0,2.0
2021/08/7,10:39,35.542,26.8,27.48,49.14,48.56,1.0,2.0,1.0,2.0
2021/08/7,10:40,35.542,26.85,27.48,48.87,48.56,1.0,2.0,1.0,2.0
2021/08/7,10:41,35.704,26.93,27.48,48.66,49.66,1.0,2.0,1.0,2.0
2021/08/7,10:42,35.704,27.07,27.48,48.66,48.9,1.0,2.0,1.0,2.0
2021/08/7,10:43,35.704,27.21,27.52,48.39,49.38,2.0,2.0,1.0,2.0
2021/08/7,10:44,36.034,27.24,27.62,48.32,49.72,1.0,2.0,1.0,2.0
2021/08/7,10:45,36.034,27.35,27.62,48.05,49.38,1.0,2.0,1.0,2.0
2021/08/7,10:46,36.202,27.4,27.67,47.84,49.66,1.0,2.0,1.0,2.0
2021/08/7,10:47,36.532,27.48,27.76,47.57,49.93,1.0,2.0,1.0,2.0
2021/08/7,10:48,36.532,27.53,27.76,47.57,48.83,1.0,2.0,1.0,2.0
2021/08/7,10:49,36.532,27.62,27.81,47.22,49.11,1.0,2.0,1.0,2.0
2021/08/7,10:50,36.532,27.65,27.89,46.91,48.83,1.0,2.0,1.0,2.0
2021/08/7,10:51,36.652,27.76,27.89,46.74,49.18,1.0,2.0,1.0,2.0
